hotelName;offerId;hotelId;locality;postalCode;street;destinationName;accType;accType_Stat;NACE;lat;lon;price;starRating;guestReviewsRating;guestReviewsTotal;Period.2019.02;Period.2019.03;Period.2019.04;Period.2019.05;Period.2019.06;Period.2019.07;Period.2019.08;Period.2019.09;Period.2019.10;Period.2019.11;Period.2019.12;Period.2020.01;Period.2020.02;Period.2020.03;Period.2020.04;Period.2020.05;Period.2020.06;Period.2020.07;Period.2020.08;Period.NA.20
Reymont Hotel Lodz;364178;3073940;£Ûdü;91-072;ul. LegionÛw 81;WojewÛdztwo ≥Ûdzkie, Polska;Hotel;Hotels;55.1;51,77341;19,43874;99;3;8,4;95;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Big City Hostel;1056522144;32985067;Wroc≥aw;50-950;Teczowa 57;WojewÛdztwo dolnoúlπskie, Polska;Hostel;Boarding houses;55.2;51,10524;17,01279;40;1,5;7,8;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Villa Konstancja;1023531456;31954108;Gdynia;81-543;åwiatowida 36, Or≥owo;WojewÛdztwo pomorskie, Polska;Guest House;Rooms for guest;55.2;54,4747;18,5541;195;2,5;10;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;0;0
Apartament Kopernika by City Quality;659760000;20586250;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,23763;21,02029;349;3,5;10;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Warsaw Spire Classy Apartment;1211908448;37840889;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,232654;20,979491;430;3,5;;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Wola Emerald Apartment;1365641152;42645036;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,234379;20,967789;426;3;;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
Old Praga Metro Studio ;1144211712;35725366;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,249382;21,042202;330;3,5;;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Wronia Oxygen Residence;1417486784;44265212;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,234739;20,985009;359,5;3;;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
Studio Twarda 14;1418411968;44294124;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,234646;20,999802;254,8;3;;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
Good Morning Krakow Apartments IV;1104181504;34474422;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,0536;19,9456;99,5;3;8;1;0;1;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0
Good Morning Krakow Apartments III;636648128;19864004;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,04987;19,939621;95,5;3;8,6;6;1;1;0;1;0;0;1;1;1;1;1;0;1;1;0;0;0;0;0;0
Red & White Apartment near Wawel Castle;1104158208;34473694;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,051;19,9412;88;3;;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0
Penthouse Avenue by Loft Affair;1480691424;46240357;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,072518;19,892175;241,98;3,5;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
ZAKOPIANA;1462288192;45665256;Zakopane;34-500;Pi≥sudskiego 24c;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;49,287253;19,960206;416;3,5;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Hotel Huzar;362805;3954744;Lublin;20-043;ul. Spadochroniarzy 9;WojewÛdztwo lubelskie, Polska;Hotel;Hotels;55.1;51,248586;22,531216;126;3;8,6;58;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Hotel Kolodziej;673165;17708312;Siemianowice ålπskie;41-100;PowstaÒcÛw 16;WojewÛdztwo úlπskie, Polska;Hotel;Hotels;55.1;50,30042;19,03621;149;3;9;23;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
BlueApart Apartamenty Maloves;1341933152;41904161;W≥adys≥awowo;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,799157;18,40408;330;3;;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
Apartamenty NCNK Marina;1452249888;45351559;Sztutowo;82-110;Portowa 2;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,342299;19,237733;294,01;3,5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Hotel Rado Resort;368735;4137989;Mielec;39-333;Wola Chorzelowska 56b;Podkarpackie WojewÛdztwo, Polska;Hotel;Hotels;55.1;50,32751;21,52236;229;4;9,2;8;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Patchwork Warsaw Hostel;513923;10951586;Warszawa;00-021;ul. Chmielna 5/7;WojewÛdztwo mazowieckie, Polska;Hostel;Boarding houses;55.2;52,233048;21,018109;31,5;2;7,8;124;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Varsovia Apartamenty Jerozolimskie;684433152;21357286;Warszawa;02-486;Aleje Jerozolimskie 216;WojewÛdztwo mazowieckie, Polska;Apart-hotel;Hotels;55.1;52,1903;20,91858;248;3,5;8,4;28;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
P&O Apartments Plac Wilsona 2;1140344800;35604525;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,2669;20,9778;266;3,5;;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Gie≥dowa Deluxe Apartment;1364718464;42616202;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,231133;20,974252;509;3,5;;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
Wspolna Central Dream Studio;1472670560;45989705;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,226057;21,009007;353;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Business Mokotow Park 215 Apartment;1287895104;40215472;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,17605;20,999937;357,01;3;;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
Castle Apartment Krakow;882410176;27544068;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,052612;19,935932;274,01;3;8;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
New Wawelo Cracow Old Town - Garden View;1347501504;42078172;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,068921;19,933218;222,1;3,5;8;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
Pensjonat Seku≥a;644619;16601712;Bukowina TatrzaÒska;34-530;ul. Wierch OlczaÒski 108;WojewÛdztwo ma≥opolskie, Polska;Pension;Boarding houses;55.1;49,340559;20,080375;190;3;7,4;3;0;1;1;1;1;0;1;1;1;1;1;0;0;1;0;0;0;0;0;0
Dream Apartments Rzeszowska;1362672256;42552258;KrakÛw;31-035;Rzeszowska 6;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,052936;19,949927;480;2,5;;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
Dream Apartments Bonerowska;1362677472;42552421;KrakÛw;31-030;Bonerowska 11;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,059028;19,94727;385;2,5;;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
Filin Apartment;1362681568;42552549;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,059885;19,937488;860;3;;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
New Wawelo Cracow Old Town - Starowiúlna;1347504256;42078258;KrakÛw;33-332;ul. Starowiúlna 42;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,054711;19,947461;249,1;3,5;;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
New Wawelo Cracow Old Town Apartments;1347495520;42077985;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,050363;19,938761;306,55;3,5;;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
Hotel Black&White;435136;6230973;Myúlenice;32-400;ul. Leúna 1;WojewÛdztwo ma≥opolskie, Polska;Hotel;Hotels;55.1;49,816915;19,937886;125;3;7,6;12;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Let's Krakow Apartments Rakowicka 20H;1353513184;42266037;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,06916;19,95287;258;3,5;;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0
Let's Krakow Apartments - City Center;1352657824;42239307;KrakÛw;31-505;Topolowa 8;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,06727;19,950998;244;3,5;;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0
Rint - Centrum Wschodnia;719990240;22468445;Lublin;undefined;;WojewÛdztwo lubelskie, Polska;Apartment;Hotels;55.2;51,24216;22,556;152,1;3,5;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Rint - Centrum Godebskiego;655710528;20459704;Lublin;undefined;;WojewÛdztwo lubelskie, Polska;Apartment;Hotels;55.2;51,248058;22,535662;152,1;3;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Rint - Centrum GÛrna Parter;727818560;22713080;Lublin;undefined;;WojewÛdztwo lubelskie, Polska;Apartment;Hotels;55.2;51,24398;22,56029;161,11;3;8;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
RentPlanet Apartment Kosciuszki III;1344166240;41973945;Wroc≥aw;50-529;Koúciuszki 13;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,103231;17,028747;115;3;;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
Pesjonat Antonina;685382;18054983;Boles≥awiec;59-700;Widok 6;WojewÛdztwo dolnoúlπskie, Polska;Pension;Boarding houses;55.1;51,2656;15,54538;120;2;6,8;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Dom & House - Apartment Polna Sopot;1464176448;45724264;Sopot;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,433643;18,576486;214;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Hotel SokÛ≥ Wellness & SPA;640997984;19999937;£aÒcut;37-100;Soko≥a 11;Podkarpackie WojewÛdztwo, Polska;Hotel;Hotels;55.1;50,06443;22,23074;280;4;9,4;22;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
National Opera Premium Apartment;1064141856;33223183;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,244923;21,00791;401,4;3,5;;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
APARTEL Plac Unii Lubelskiej;882518464;27547452;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,21282;21,02157;277,075;3,5;10;0;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0
Royal Route Apartment for 10 people;1277339616;39885613;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,239172;21,020666;704;3;;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0
erApartments Ch≥odna;1121052160;35001630;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,23662;20,9849;276;3,5;8;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Jerozolimskie Metro Centrum Apartment;1173508672;36640896;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,2301;21,0145;397;3,5;;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Sound Garden Hotel Airport;425287;5560610;Warszawa;02-092;Øwirki i Wigury 18;WojewÛdztwo mazowieckie, Polska;Hotel;Hotels;55.1;52,190746;20,981531;243;3;9;101;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Apartment Soho by Loft Affair;944308064;29478377;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,07017;19,94425;339,72;3,5;8;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Tatrachata Studio;1122804800;35056400;Koúcielisko;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;49,288176;19,879168;381;3,5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
The Secret Garden Apartment Jozefa;378560;4383909;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,050337;19,943457;207,01;3;9,4;16;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Pensjonat Bia≥y Potok-POLSKIE TATRY S.A.;616206;15763787;Zakopane;34-500;ul. Droga do Bia≥ego 7;WojewÛdztwo ma≥opolskie, Polska;Pension;Boarding houses;55.1;49,284;19,95717;225;3;10;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0
TatrzaÒska Ostoja;613506;15707689;Zakopane;34-500;ul. Wojdy≥y 17;WojewÛdztwo ma≥opolskie, Polska;Apart-hotel;Hotels;55.1;49,318353;19,989498;198;3,5;9;20;0;1;1;1;1;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0
Krupnicza 10 by PI Apartments;1254776352;39180511;KrakÛw;31-123;Krupnicza 10;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,063381;19,930771;170,1;3,5;;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0
Cinnamon Hostel;486660;9716472;Wroc≥aw;50-077;ul. Kazimierza Wielkiego 67;WojewÛdztwo dolnoúlπskie, Polska;Hostel;Boarding houses;55.2;51,107065;17,034704;30,6;2;8;41;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Tartaczna Deluxe Apartments;859860896;26839403;GdaÒsk;80-839;Tartaczna 3;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,354448;18,656188;138;3,5;8,8;5;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Metro Nowy Swiat Apartment;1278283680;39915115;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,234899;21,015632;382;3;;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0
Retro Mokotow Elegance Apartment;1438095104;44909222;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,205969;21,007252;383,995;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Srodmiescie Loft Apartment;1353396672;42262396;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,224852;21,016348;356;3;;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
Noclegi u BernadkÛw;870349312;27167166;Bukowina TatrzaÒska;34-532;JurgÛw 105a;WojewÛdztwo ma≥opolskie, Polska;;Boarding houses;55.1;49,33429;20,14419;105;3;;0;1;1;1;0;1;1;1;1;1;1;0;1;1;1;0;0;0;0;0;0
Hotel Willa OdkrywcÛw;622814592;19431706;Szklarska PorÍba;58-580;ul. Okrzei 25;WojewÛdztwo dolnoúlπskie, Polska;Hotel;Hotels;55.1;50,81897;15,51985;239,4;3;10;4;0;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0
Aparthouse Apartamenty Sosnowiec;1160792256;36243508;Sosnowiec;41-219;Stanis≥awa Ma≥achowskiego 38;WojewÛdztwo úlπskie, Polska;Apartment;Hotels;55.2;50,275787;19,132878;180;3;10;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Palacyk Wislanski;1439104960;44940780;Wis≥a;43-460;Dworcowa 2;WojewÛdztwo úlπskie, Polska;Guest House;Rooms for guest;55.2;49,621497;18,878906;190;3,5;7;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
Hostel Piaseczno;1426544064;44548252;Piaseczno;05-500;åwiÍtojaÒska 4;WojewÛdztwo mazowieckie, Polska;Hostel;Boarding houses;55.2;52,06682;21,028307;39;2;;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
Apartament Praga Tower;992798336;30993698;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,266165;21,038209;230;3,5;10;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Bohemian Hideaway Apartment;1416388704;44230897;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,225597;21,011993;386,5;3;;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
Warsaw Spire Business Apartment;1184511168;36984724;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,2327;20,9795;422,5;3,5;;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Business Mokotow Park 214 Apartment;1287887040;40215220;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,17605;20,999937;428,5;3;;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;0
M11 Outstanding Apartment with Balcony;1434596064;44799877;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,247231;21,006168;209;3;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
Crownhill Apartments;546163;12014940;KrakÛw;31-032;ul. Starowiúlna 18;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,057345;19,944496;329,01;4;8,6;14;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Penthouse Panorama by Loft Affair;777396320;24262385;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,067133;19,937987;493,68;4;;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
MR 3 Apartments;822493856;25671683;KrakÛw;31-041;Ma≥y Rynek 3;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,06126;19,94056;614,9;3,5;10;11;0;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0
TATROVIA;1182325952;36916436;Zakopane;34-500;Droga do Daniela 1 C;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;49,284908;19,947549;276,21;3;8;1;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
Malinowy DwÛr WieluÒ;1474808576;46056518;WieluÒ;98-300;Polskiej Organizacji Wojskowej 77;WojewÛdztwo ≥Ûdzkie, Polska;Hotel;Hotels;55.1;51,218773;18,589658;160;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Dworek pod úwierkami;1476485632;46108926;Jelenia Gora;58-500;48 Wroclawska;WojewÛdztwo dolnoúlπskie, Polska;Guest House;Rooms for guest;55.2;50,910624;15,827658;150;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
BlueApart Apartamenty Na Plazy Jastarnia;674175;17498659;Jastarnia;84-140;ul. Abrahama 24;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,70046;18,67012;195,01;3,5;;0;0;0;0;1;0;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0
City Centre Apartment;1262260768;39414399;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,22464;21,015385;416,995;3,5;;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0
Mokotow Cosy House Studio ;1278091776;39909118;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,172242;21,06025;330,99;3;;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0
Studio Krowoderska;926343392;28916981;Krakow;31-142;ul. Krowoderska 28;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,069663;19,936005;143,01;3;8,8;10;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Apartamenty Sun & Snow Masarska Delux;1466028352;45782136;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,055377;19,955609;347,01;3;;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0
City of the Kings Green Silence Apartment;850152288;26536009;KrakÛw;undefined;;WojewÛdztwo ma≥opolskie, Polska;Apartment;Hotels;55.2;50,07558;19,99115;289,6;3,5;10;2;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
RÛøana Rezydencja Wellness - Adults Only;595022;14859996;Zychlin;99-320;ZarÍbÛw 18;WojewÛdztwo ≥Ûdzkie, Polska;Guest House;Rooms for guest;55.2;52,243983;19,707429;342;4;8,4;6;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;0;0;0;0
Pa≥ac Kursko;1362158080;42536190;MiÍdzyrzecz;66-300;Kursko 36 A;WojewÛdztwo lubuskie, Polska;Pension;Boarding houses;55.1;52,449495;15,44512;150;3;;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
Plac Teatralny - Imaginea City Apartments;930820224;29056882;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,24579;21,00652;275;3,5;9,2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Warsaw Airport 3-Bedroom Apartment;1327188320;41443385;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,17597;20,991233;616,01;3,5;;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
Hala Koszyki Spacious Apartment;1287822880;40213215;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,221668;21,00992;332;3;;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
Prudentia Apartments Jezioranski;1507248224;47070257;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,229521;21,07493;203,4;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Rentplanet studio Szewska;1234077920;38533685;Wroc≥aw;undefined;;WojewÛdztwo dolnoúlπskie, Polska;Apartment;Hotels;55.2;51,111058;17,035201;120;3;;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
P&O Apartments Plac Narutowicza 3;1041492544;32515392;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,220517;20,985238;350;3,5;;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
APARTEL Plac Zbawiciela Studio;992712992;30991031;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,22039;21,01937;244,75;3,5;8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
P&O Apartments Solec 15;1505843904;47026372;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,232482;21,038855;602;3,5;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Elegant Apartment Panoramic;1169227776;36507118;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,2317;21,0119;319,785;2,5;9;2;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0
Apartment Cohen - Aleje Ujazdowskie;1358789504;42430922;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,226509;21,023801;369;3,5;;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0
Riverside Comfort Studio;1064129184;33222787;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,241325;21,024775;231;3,5;10;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Old Town Rose Apartment;1266543136;39548223;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,252399;21,004962;330;3;;0;0;0;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;0;0
Srebrna Central Warsaw Apartment;1144143936;35723248;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,2275;20,9892;311,495;3,5;;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0
Apartamenty Jelonki I;1365571200;42642850;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,218788;20,899719;368,01;3;;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0
Metro Stadion Narodowy Apartment;1342388992;41918406;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,250291;21,042384;349;3,5;;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0
Metro Swietokrzyska Apartment;1352955392;42248606;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,23495;21,011018;390,99;3,5;;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0
Grojecka Stara Ochota Apartment;1560496448;48734264;Warszawa;undefined;;WojewÛdztwo mazowieckie, Polska;Apartment;Hotels;55.2;52,219971;20,984865;362;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Happy Stay Unique Apartment 336 ;1423101568;44440674;GdaÒsk;undefined;;WojewÛdztwo pomorskie, Polska;Apartment;Hotels;55.2;54,35443;18,655855;288;3,5;;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
